id	sentence1	label	positions
1464	That said , you should avoid some of the poorer neighborhoods like LOCATION1 safety	None	12 13 
1464	That said , you should avoid some of the poorer neighborhoods like LOCATION1 transit location	None	12 13 14 
1465	Nasty places , LOCATION1 general , Turnpike Lane , Manor House ( basically the lower half of the jubilee line before LOCATION2	None	3 4 
1465	Nasty places , LOCATION1 price , Turnpike Lane , Manor House ( basically the lower half of the jubilee line before LOCATION2	None	3 4 
1465	Nasty places , LOCATION1 safety , Turnpike Lane , Manor House ( basically the lower half of the jubilee line before LOCATION2	None	3 4 
1465	Nasty places , LOCATION1 transit location , Turnpike Lane , Manor House ( basically the lower half of the jubilee line before LOCATION2	None	3 4 5 
1466	The very centre of London ( places like LOCATION1 general ) are very well off and there are lower levels of crime	None	8 9 
1466	The very centre of London ( places like LOCATION1 price ) are very well off and there are lower levels of crime	Negative	8 9 
1466	The very centre of London ( places like LOCATION1 safety ) are very well off and there are lower levels of crime	Positive	8 9 
1466	The very centre of London ( places like LOCATION1 transit location ) are very well off and there are lower levels of crime	Positive	8 9 10 
1467	Anyhow , LOCATION1 general is nice to live and has lots going on at night ( taking the night bus home sucks as well 'cause the tubes stop at 12ish )	None	2 3 
1467	Anyhow , LOCATION1 price is nice to live and has lots going on at night ( taking the night bus home sucks as well 'cause the tubes stop at 12ish )	None	2 3 
1467	Anyhow , LOCATION1 safety is nice to live and has lots going on at night ( taking the night bus home sucks as well 'cause the tubes stop at 12ish )	None	2 3 
1467	Anyhow , LOCATION1 transit location is nice to live and has lots going on at night ( taking the night bus home sucks as well 'cause the tubes stop at 12ish )	Negative	2 3 4 
1468	But yes , for further into London , LOCATION1 general is a great area	Positive	8 9 
1468	But yes , for further into London , LOCATION1 price is a great area	None	8 9 
1468	But yes , for further into London , LOCATION1 safety is a great area	None	8 9 
1468	But yes , for further into London , LOCATION1 transit location is a great area	None	8 9 10 
1469	I looked at all the options and opted for LOCATION1 general in Kent in the end - mainly because it 's very green and rural , but it 's also one of the last stops for the fast coast trains before the get to London	None	9 10 
1469	I looked at all the options and opted for LOCATION1 price in Kent in the end - mainly because it 's very green and rural , but it 's also one of the last stops for the fast coast trains before the get to London	None	9 10 
1469	I looked at all the options and opted for LOCATION1 safety in Kent in the end - mainly because it 's very green and rural , but it 's also one of the last stops for the fast coast trains before the get to London	None	9 10 
1469	I looked at all the options and opted for LOCATION1 transit location in Kent in the end - mainly because it 's very green and rural , but it 's also one of the last stops for the fast coast trains before the get to London	Positive	9 10 11 
146	North and west of the centre are the places to look , and LOCATION1 general has more tube lines going through it than any other station	None	13 14 
146	North and west of the centre are the places to look , and LOCATION1 price has more tube lines going through it than any other station	None	13 14 
146	North and west of the centre are the places to look , and LOCATION1 safety has more tube lines going through it than any other station	None	13 14 
146	North and west of the centre are the places to look , and LOCATION1 transit location has more tube lines going through it than any other station	Positive	13 14 15 
1470	I found one for 100 a week sharing with 5 other students in LOCATION1 general : Make sure that the ad states that students are welcome as a lot of people want full time working people	None	13 14 
1470	I found one for 100 a week sharing with 5 other students in LOCATION1 price : Make sure that the ad states that students are welcome as a lot of people want full time working people	None	13 14 
1470	I found one for 100 a week sharing with 5 other students in LOCATION1 safety : Make sure that the ad states that students are welcome as a lot of people want full time working people	None	13 14 
1470	I found one for 100 a week sharing with 5 other students in LOCATION1 transit location : Make sure that the ad states that students are welcome as a lot of people want full time working people	None	13 14 15 
1471	Another nice area is LOCATION1 general	Positive	4 5 
1471	Another nice area is LOCATION1 price	None	4 5 
1471	Another nice area is LOCATION1 safety	None	4 5 
1471	Another nice area is LOCATION1 transit location	None	4 5 6 
1472	- The high street gets very busy at the weekend and in the summer because LOCATION1 general is listed in all the tourist guides as a 'must see ' alternative place in London	None	15 16 
1472	- The high street gets very busy at the weekend and in the summer because LOCATION1 price is listed in all the tourist guides as a 'must see ' alternative place in London	None	15 16 
1472	- The high street gets very busy at the weekend and in the summer because LOCATION1 safety is listed in all the tourist guides as a 'must see ' alternative place in London	None	15 16 
1472	- The high street gets very busy at the weekend and in the summer because LOCATION1 transit location is listed in all the tourist guides as a 'must see ' alternative place in London	None	15 16 17 
1473	And you do n't have a cockney accent if you 're from LOCATION1 general	None	12 13 
1473	And you do n't have a cockney accent if you 're from LOCATION1 price	None	12 13 
1473	And you do n't have a cockney accent if you 're from LOCATION1 safety	None	12 13 
1473	And you do n't have a cockney accent if you 're from LOCATION1 transit location	None	12 13 14 
1474	I would n't say LOCATION1 general is dangerous exactly but it definitely has higher crime rates than many other areas	None	4 5 
1474	I would n't say LOCATION1 price is dangerous exactly but it definitely has higher crime rates than many other areas	None	4 5 
1474	I would n't say LOCATION1 safety is dangerous exactly but it definitely has higher crime rates than many other areas	Negative	4 5 
1474	I would n't say LOCATION1 transit location is dangerous exactly but it definitely has higher crime rates than many other areas	None	4 5 6 
1475	If your budget could stretch to 135,000-140,000 that would open up a choice of one-bedroom flats in LOCATION1 general ( CR0 ) and South LOCATION1 ( CR2 ) , which as locations boast very good places to go out and are definitely English style communities with the variety of pubs , good shops , trees all over and a mixture of building designs	None	17 18 
1475	If your budget could stretch to 135,000-140,000 that would open up a choice of one-bedroom flats in LOCATION1 price ( CR0 ) and South LOCATION1 ( CR2 ) , which as locations boast very good places to go out and are definitely English style communities with the variety of pubs , good shops , trees all over and a mixture of building designs	None	17 18 
1475	If your budget could stretch to 135,000-140,000 that would open up a choice of one-bedroom flats in LOCATION1 safety ( CR0 ) and South LOCATION1 ( CR2 ) , which as locations boast very good places to go out and are definitely English style communities with the variety of pubs , good shops , trees all over and a mixture of building designs	None	17 18 
1475	If your budget could stretch to 135,000-140,000 that would open up a choice of one-bedroom flats in LOCATION1 transit location ( CR0 ) and South LOCATION1 ( CR2 ) , which as locations boast very good places to go out and are definitely English style communities with the variety of pubs , good shops , trees all over and a mixture of building designs	None	17 18 19 
1476	LOCATION1 general is quite expensive and as you hint at in your question has several parts - estate agents often call other surrounding areas LOCATION1 when most people know them by other areas	None	0 1 
1476	LOCATION1 price is quite expensive and as you hint at in your question has several parts - estate agents often call other surrounding areas LOCATION1 when most people know them by other areas	Negative	0 1 
1476	LOCATION1 safety is quite expensive and as you hint at in your question has several parts - estate agents often call other surrounding areas LOCATION1 when most people know them by other areas	None	0 1 
1476	LOCATION1 transit location is quite expensive and as you hint at in your question has several parts - estate agents often call other surrounding areas LOCATION1 when most people know them by other areas	None	0 1 2 
1477	I would suggest LOCATION1 general as a pretty good area	Positive	3 4 
1477	I would suggest LOCATION1 price as a pretty good area	None	3 4 
1477	I would suggest LOCATION1 safety as a pretty good area	None	3 4 
1477	I would suggest LOCATION1 transit location as a pretty good area	None	3 4 5 
1478	live near LOCATION1 general	None	2 3 
1478	live near LOCATION1 price	None	2 3 
1478	live near LOCATION1 safety	None	2 3 
1478	live near LOCATION1 transit location	None	2 3 4 
1479	LOCATION1 general where I live is a great area to live but too expensive	None	0 1 
1479	LOCATION1 price where I live is a great area to live but too expensive	Negative	0 1 
1479	LOCATION1 safety where I live is a great area to live but too expensive	None	0 1 
1479	LOCATION1 transit location where I live is a great area to live but too expensive	None	0 1 2 
147	Actually LOCATION1 general is n't on the tube network	None	1 2 
147	Actually LOCATION1 price is n't on the tube network	None	1 2 
147	Actually LOCATION1 safety is n't on the tube network	None	1 2 
147	Actually LOCATION1 transit location is n't on the tube network	Negative	1 2 3 
1480	You have been sadly misinformed about LOCATION1 general Thanks a lot to both fel t and Mark C for providing such useful tips	None	6 7 
1480	You have been sadly misinformed about LOCATION1 price Thanks a lot to both fel t and Mark C for providing such useful tips	None	6 7 
1480	You have been sadly misinformed about LOCATION1 safety Thanks a lot to both fel t and Mark C for providing such useful tips	None	6 7 
1480	You have been sadly misinformed about LOCATION1 transit location Thanks a lot to both fel t and Mark C for providing such useful tips	None	6 7 8 
1481	Im probably going to be the oldest one answering you question and Ive lived a 10 minute walk from LOCATION1 general for most of my life	None	19 20 
1481	Im probably going to be the oldest one answering you question and Ive lived a 10 minute walk from LOCATION1 price for most of my life	None	19 20 
1481	Im probably going to be the oldest one answering you question and Ive lived a 10 minute walk from LOCATION1 safety for most of my life	None	19 20 
1481	Im probably going to be the oldest one answering you question and Ive lived a 10 minute walk from LOCATION1 transit location for most of my life	None	19 20 21 
1482	LOCATION1 general is also very middle class and white	None	0 1 
1482	LOCATION1 price is also very middle class and white	None	0 1 
1482	LOCATION1 safety is also very middle class and white	None	0 1 
1482	LOCATION1 transit location is also very middle class and white	None	0 1 2 
1483	I heard that LOCATION1 general has AMAZING shops , especially for rockabilly/punk/indie / pin-up type of things	None	3 4 
1483	I heard that LOCATION1 price has AMAZING shops , especially for rockabilly/punk/indie / pin-up type of things	None	3 4 
1483	I heard that LOCATION1 safety has AMAZING shops , especially for rockabilly/punk/indie / pin-up type of things	None	3 4 
1483	I heard that LOCATION1 transit location has AMAZING shops , especially for rockabilly/punk/indie / pin-up type of things	None	3 4 5 
1484	LOCATION1 general is n't bad	Positive	0 1 
1484	LOCATION1 price is n't bad	None	0 1 
1484	LOCATION1 safety is n't bad	None	0 1 
1484	LOCATION1 transit location is n't bad	None	0 1 2 
1485	if you move to LOCATION1 general where im from then you will get cheaper accomodation and the train is only 30 minutes to central London	None	4 5 
1485	if you move to LOCATION1 price where im from then you will get cheaper accomodation and the train is only 30 minutes to central London	Positive	4 5 
1485	if you move to LOCATION1 safety where im from then you will get cheaper accomodation and the train is only 30 minutes to central London	None	4 5 
1485	if you move to LOCATION1 transit location where im from then you will get cheaper accomodation and the train is only 30 minutes to central London	Positive	4 5 6 
1486	I do n't know much about LOCATION1 general apart from there are a lot more tube stations there but I think the prices do reflect this	None	6 7 
1486	I do n't know much about LOCATION1 price apart from there are a lot more tube stations there but I think the prices do reflect this	Negative	6 7 
1486	I do n't know much about LOCATION1 safety apart from there are a lot more tube stations there but I think the prices do reflect this	None	6 7 
1486	I do n't know much about LOCATION1 transit location apart from there are a lot more tube stations there but I think the prices do reflect this	Positive	6 7 8 
1487	However , I still spent most of my time in SE London and LOCATION1 general	None	13 14 
1487	However , I still spent most of my time in SE London and LOCATION1 price	None	13 14 
1487	However , I still spent most of my time in SE London and LOCATION1 safety	None	13 14 
1487	However , I still spent most of my time in SE London and LOCATION1 transit location	None	13 14 15 
1488	LOCATION1 general is safe as long as you do n't do stupid things	None	0 1 
1488	LOCATION1 price is safe as long as you do n't do stupid things	None	0 1 
1488	LOCATION1 safety is safe as long as you do n't do stupid things	Positive	0 1 
1488	LOCATION1 transit location is safe as long as you do n't do stupid things	None	0 1 2 
1489	LOCATION1 general is a rubbish dump , avoid at all costs	Negative	0 1 
1489	LOCATION1 price is a rubbish dump , avoid at all costs	None	0 1 
1489	LOCATION1 safety is a rubbish dump , avoid at all costs	None	0 1 
1489	LOCATION1 transit location is a rubbish dump , avoid at all costs	None	0 1 2 
148	You might prefer somewhere like LOCATION1 general , which is relatively cheap which has lots of up and coming clubs , bars etc	None	5 6 
148	You might prefer somewhere like LOCATION1 price , which is relatively cheap which has lots of up and coming clubs , bars etc	Positive	5 6 
148	You might prefer somewhere like LOCATION1 safety , which is relatively cheap which has lots of up and coming clubs , bars etc	None	5 6 
148	You might prefer somewhere like LOCATION1 transit location , which is relatively cheap which has lots of up and coming clubs , bars etc	None	5 6 7 
1490	Apart from there , you could also find them in LOCATION2 and LOCATION1 general along the A10 which is a big Turkish and Kurdish area I ca n't agree with musical7 that ALL fast food restaurants in London are halal , but they are very common , usually display their status on the window or frontage and range from fairly basic chicken n'chip places to some fairly smart joints	None	12 13 
1490	Apart from there , you could also find them in LOCATION2 and LOCATION1 price along the A10 which is a big Turkish and Kurdish area I ca n't agree with musical7 that ALL fast food restaurants in London are halal , but they are very common , usually display their status on the window or frontage and range from fairly basic chicken n'chip places to some fairly smart joints	None	12 13 
1490	Apart from there , you could also find them in LOCATION2 and LOCATION1 safety along the A10 which is a big Turkish and Kurdish area I ca n't agree with musical7 that ALL fast food restaurants in London are halal , but they are very common , usually display their status on the window or frontage and range from fairly basic chicken n'chip places to some fairly smart joints	None	12 13 
1490	Apart from there , you could also find them in LOCATION2 and LOCATION1 transit location along the A10 which is a big Turkish and Kurdish area I ca n't agree with musical7 that ALL fast food restaurants in London are halal , but they are very common , usually display their status on the window or frontage and range from fairly basic chicken n'chip places to some fairly smart joints	None	12 13 14 
1491	Some where like LOCATION1 general is a desirable place to live	None	3 4 
1491	Some where like LOCATION1 price is a desirable place to live	None	3 4 
1491	Some where like LOCATION1 safety is a desirable place to live	None	3 4 
1491	Some where like LOCATION1 transit location is a desirable place to live	None	3 4 5 
1492	I now live in LOCATION1 general and much prefer it	None	4 5 
1492	I now live in LOCATION1 price and much prefer it	None	4 5 
1492	I now live in LOCATION1 safety and much prefer it	None	4 5 
1492	I now live in LOCATION1 transit location and much prefer it	None	4 5 6 
1493	There are n't any areas in London that are specifically modern ( except for LOCATION1 general )	None	14 15 
1493	There are n't any areas in London that are specifically modern ( except for LOCATION1 price )	None	14 15 
1493	There are n't any areas in London that are specifically modern ( except for LOCATION1 safety )	None	14 15 
1493	There are n't any areas in London that are specifically modern ( except for LOCATION1 transit location )	None	14 15 16 
1494	LOCATION1 general is one of the most expensive areas in London	None	0 1 
1494	LOCATION1 price is one of the most expensive areas in London	Negative	0 1 
1494	LOCATION1 safety is one of the most expensive areas in London	None	0 1 
1494	LOCATION1 transit location is one of the most expensive areas in London	None	0 1 2 
1495	The other choice is LOCATION1 general village because it 's also in south London and a really clean , quaint area with a lovely gallery	Positive	4 5 
1495	The other choice is LOCATION1 price village because it 's also in south London and a really clean , quaint area with a lovely gallery	None	4 5 
1495	The other choice is LOCATION1 safety village because it 's also in south London and a really clean , quaint area with a lovely gallery	None	4 5 
1495	The other choice is LOCATION1 transit location village because it 's also in south London and a really clean , quaint area with a lovely gallery	None	4 5 6 
1496	You need to look further north - say LOCATION1 general	None	8 9 
1496	You need to look further north - say LOCATION1 price	None	8 9 
1496	You need to look further north - say LOCATION1 safety	None	8 9 
1496	You need to look further north - say LOCATION1 transit location	None	8 9 10 
1497	only thing i do n't like is its location getting to central London from LOCATION1 general is a pain	None	14 15 
1497	only thing i do n't like is its location getting to central London from LOCATION1 price is a pain	None	14 15 
1497	only thing i do n't like is its location getting to central London from LOCATION1 safety is a pain	None	14 15 
1497	only thing i do n't like is its location getting to central London from LOCATION1 transit location is a pain	Negative	14 15 16 
1498	Avoid LOCATION1 general - nice place to go out but it 's a bit rough ( highest assault rate in London )	Negative	1 2 
1498	Avoid LOCATION1 price - nice place to go out but it 's a bit rough ( highest assault rate in London )	None	1 2 
1498	Avoid LOCATION1 safety - nice place to go out but it 's a bit rough ( highest assault rate in London )	Negative	1 2 
1498	Avoid LOCATION1 transit location - nice place to go out but it 's a bit rough ( highest assault rate in London )	None	1 2 3 
1499	S Belfast , Millenium Dome , LOCATION1 general Observatoryl ( Meridian Line ) , and the Royal Naval college	None	6 7 
1499	S Belfast , Millenium Dome , LOCATION1 price Observatoryl ( Meridian Line ) , and the Royal Naval college	None	6 7 
1499	S Belfast , Millenium Dome , LOCATION1 safety Observatoryl ( Meridian Line ) , and the Royal Naval college	None	6 7 
1499	S Belfast , Millenium Dome , LOCATION1 transit location Observatoryl ( Meridian Line ) , and the Royal Naval college	None	6 7 8 
149	LOCATION1 general is not in the east end	None	0 1 
149	LOCATION1 price is not in the east end	None	0 1 
149	LOCATION1 safety is not in the east end	None	0 1 
149	LOCATION1 transit location is not in the east end	None	0 1 2 
14	i come from same area as david and have to agree if going to live in suburbia then LOCATION1 general area is good but EXPENSIVE	Positive	18 19 
14	i come from same area as david and have to agree if going to live in suburbia then LOCATION1 price area is good but EXPENSIVE	Negative	18 19 
14	i come from same area as david and have to agree if going to live in suburbia then LOCATION1 safety area is good but EXPENSIVE	None	18 19 
14	i come from same area as david and have to agree if going to live in suburbia then LOCATION1 transit location area is good but EXPENSIVE	None	18 19 20 
1500	And WC1 is not the London , it 's LOCATION1 general if i 'm not wrong	None	9 10 
1500	And WC1 is not the London , it 's LOCATION1 price if i 'm not wrong	None	9 10 
1500	And WC1 is not the London , it 's LOCATION1 safety if i 'm not wrong	None	9 10 
1500	And WC1 is not the London , it 's LOCATION1 transit location if i 'm not wrong	None	9 10 11 
1501	LOCATION1 general and LOCATION2 area	None	0 1 
1501	LOCATION1 price and LOCATION2 area	None	0 1 
1501	LOCATION1 safety and LOCATION2 area	None	0 1 
1501	LOCATION1 transit location and LOCATION2 area	None	0 1 2 
1502	LOCATION1 general in Kent is a lovely ancient market town with a good fast rail service to LOCATION2	Positive	0 1 
1502	LOCATION1 price in Kent is a lovely ancient market town with a good fast rail service to LOCATION2	None	0 1 
1502	LOCATION1 safety in Kent is a lovely ancient market town with a good fast rail service to LOCATION2	None	0 1 
1502	LOCATION1 transit location in Kent is a lovely ancient market town with a good fast rail service to LOCATION2	Positive	0 1 2 
1503	I have met loads of people with dogs , every journey I made was filled with dogs- not the same in other areas I have lived in , Loads of areas have dogs , but all it takes is one annoying person to leave their dog outside for the LOCATION1 general to be disruptive to everyone else	None	49 50 
1503	I have met loads of people with dogs , every journey I made was filled with dogs- not the same in other areas I have lived in , Loads of areas have dogs , but all it takes is one annoying person to leave their dog outside for the LOCATION1 price to be disruptive to everyone else	None	49 50 
1503	I have met loads of people with dogs , every journey I made was filled with dogs- not the same in other areas I have lived in , Loads of areas have dogs , but all it takes is one annoying person to leave their dog outside for the LOCATION1 safety to be disruptive to everyone else	None	49 50 
1503	I have met loads of people with dogs , every journey I made was filled with dogs- not the same in other areas I have lived in , Loads of areas have dogs , but all it takes is one annoying person to leave their dog outside for the LOCATION1 transit location to be disruptive to everyone else	None	49 50 51 
1504	But then you said the pool and I knew you were trolling Yes , I agree it 's a troll luddite - some areas of London are safer than others and LOCATION1 general according to the Met has one of the highest crime rates	None	31 32 
1504	But then you said the pool and I knew you were trolling Yes , I agree it 's a troll luddite - some areas of London are safer than others and LOCATION1 price according to the Met has one of the highest crime rates	None	31 32 
1504	But then you said the pool and I knew you were trolling Yes , I agree it 's a troll luddite - some areas of London are safer than others and LOCATION1 safety according to the Met has one of the highest crime rates	Negative	31 32 
1504	But then you said the pool and I knew you were trolling Yes , I agree it 's a troll luddite - some areas of London are safer than others and LOCATION1 transit location according to the Met has one of the highest crime rates	None	31 32 33 
1505	I think this is influenced by big swathes of northwest LOCATION1 general ( covered by SM1 ) being endless utilitarian residential streets with precious few green spaces nor natural features to enhance the landscape	Negative	10 11 
1505	I think this is influenced by big swathes of northwest LOCATION1 price ( covered by SM1 ) being endless utilitarian residential streets with precious few green spaces nor natural features to enhance the landscape	None	10 11 
1505	I think this is influenced by big swathes of northwest LOCATION1 safety ( covered by SM1 ) being endless utilitarian residential streets with precious few green spaces nor natural features to enhance the landscape	None	10 11 
1505	I think this is influenced by big swathes of northwest LOCATION1 transit location ( covered by SM1 ) being endless utilitarian residential streets with precious few green spaces nor natural features to enhance the landscape	None	10 11 12 
1506	Most people are friendly and you 'll find a good selection of shops and cafes in LOCATION1 general as well as buses to almost everywhere and the great tube service	None	16 17 
1506	Most people are friendly and you 'll find a good selection of shops and cafes in LOCATION1 price as well as buses to almost everywhere and the great tube service	None	16 17 
1506	Most people are friendly and you 'll find a good selection of shops and cafes in LOCATION1 safety as well as buses to almost everywhere and the great tube service	None	16 17 
1506	Most people are friendly and you 'll find a good selection of shops and cafes in LOCATION1 transit location as well as buses to almost everywhere and the great tube service	Positive	16 17 18 
1507	There was recently an article in Time Out saying that LOCATION1 general was the up and coming area	Positive	10 11 
1507	There was recently an article in Time Out saying that LOCATION1 price was the up and coming area	None	10 11 
1507	There was recently an article in Time Out saying that LOCATION1 safety was the up and coming area	None	10 11 
1507	There was recently an article in Time Out saying that LOCATION1 transit location was the up and coming area	None	10 11 12 
1508	Parts of LOCATION1 general are village like but they are very expensive	None	2 3 
1508	Parts of LOCATION1 price are village like but they are very expensive	Negative	2 3 
1508	Parts of LOCATION1 safety are village like but they are very expensive	None	2 3 
1508	Parts of LOCATION1 transit location are village like but they are very expensive	None	2 3 4 
1509	I used to frequently work around the LOCATION1 general area as a surveyor	None	7 8 
1509	I used to frequently work around the LOCATION1 price area as a surveyor	None	7 8 
1509	I used to frequently work around the LOCATION1 safety area as a surveyor	None	7 8 
1509	I used to frequently work around the LOCATION1 transit location area as a surveyor	None	7 8 9 
150	Somewhere young and funky , like LOCATION1 general , near angel Station tube	Positive	6 7 
150	Somewhere young and funky , like LOCATION1 price , near angel Station tube	None	6 7 
150	Somewhere young and funky , like LOCATION1 safety , near angel Station tube	None	6 7 
150	Somewhere young and funky , like LOCATION1 transit location , near angel Station tube	Positive	6 7 8 
1510	LOCATION1 general was famous for having the highest concentration of brothels in London LOCATION1	None	0 1 
1510	LOCATION1 price was famous for having the highest concentration of brothels in London LOCATION1	None	0 1 
1510	LOCATION1 safety was famous for having the highest concentration of brothels in London LOCATION1	None	0 1 
1510	LOCATION1 transit location was famous for having the highest concentration of brothels in London LOCATION1	None	0 1 2 
1511	Good luck LOCATION1 general is quite a nice area to work	Positive	2 3 
1511	Good luck LOCATION1 price is quite a nice area to work	None	2 3 
1511	Good luck LOCATION1 safety is quite a nice area to work	None	2 3 
1511	Good luck LOCATION1 transit location is quite a nice area to work	None	2 3 4 
1512	I 'd recommend LOCATION1 general in particular , which is near LOCATION1 and feels very safe	Positive	3 4 
1512	I 'd recommend LOCATION1 price in particular , which is near LOCATION1 and feels very safe	None	3 4 
1512	I 'd recommend LOCATION1 safety in particular , which is near LOCATION1 and feels very safe	Positive	3 4 
1512	I 'd recommend LOCATION1 transit location in particular , which is near LOCATION1 and feels very safe	None	3 4 5 
1514	LOCATION1 general is quite a nice area	Positive	0 1 
1514	LOCATION1 price is quite a nice area	None	0 1 
1514	LOCATION1 safety is quite a nice area	None	0 1 
1514	LOCATION1 transit location is quite a nice area	None	0 1 2 
1515	I 'd like to get some views on whether Caledonian Road and LOCATION1 general are a nice areas	None	12 13 
1515	I 'd like to get some views on whether Caledonian Road and LOCATION1 price are a nice areas	None	12 13 
1515	I 'd like to get some views on whether Caledonian Road and LOCATION1 safety are a nice areas	None	12 13 
1515	I 'd like to get some views on whether Caledonian Road and LOCATION1 transit location are a nice areas	None	12 13 14 
1516	46 richmond Road , LOCATION1 general , KT2 5EE	None	4 5 
1516	46 richmond Road , LOCATION1 price , KT2 5EE	None	4 5 
1516	46 richmond Road , LOCATION1 safety , KT2 5EE	None	4 5 
1516	46 richmond Road , LOCATION1 transit location , KT2 5EE	None	4 5 6 
1517	Nice , suburban and not too fast-paced LOCATION1 general is dominated by one big shopping complex	Positive	7 8 
1517	Nice , suburban and not too fast-paced LOCATION1 price is dominated by one big shopping complex	None	7 8 
1517	Nice , suburban and not too fast-paced LOCATION1 safety is dominated by one big shopping complex	None	7 8 
1517	Nice , suburban and not too fast-paced LOCATION1 transit location is dominated by one big shopping complex	None	7 8 9 
1518	LOCATION1 general just across blackfriars bridge is n't much cheaper	None	0 1 
1518	LOCATION1 price just across blackfriars bridge is n't much cheaper	Negative	0 1 
1518	LOCATION1 safety just across blackfriars bridge is n't much cheaper	None	0 1 
1518	LOCATION1 transit location just across blackfriars bridge is n't much cheaper	None	0 1 2 
1519	You ca n't go wrong for LOCATION1 general for a night out	None	6 7 
1519	You ca n't go wrong for LOCATION1 price for a night out	None	6 7 
1519	You ca n't go wrong for LOCATION1 safety for a night out	None	6 7 
1519	You ca n't go wrong for LOCATION1 transit location for a night out	None	6 7 8 
151	LOCATION1 general maybe	None	0 1 
151	LOCATION1 price maybe	None	0 1 
151	LOCATION1 safety maybe	None	0 1 
151	LOCATION1 transit location maybe	None	0 1 2 
1520	The Tent Cafe Address : 474A LOCATION1 general Road , London	None	6 7 
1520	The Tent Cafe Address : 474A LOCATION1 price Road , London	None	6 7 
1520	The Tent Cafe Address : 474A LOCATION1 safety Road , London	None	6 7 
1520	The Tent Cafe Address : 474A LOCATION1 transit location Road , London	None	6 7 8 
1521	Anywhere around LOCATION1 general is up and coming with the new Olympic village being built and its accompanying Westfiled shopping centre	Positive	2 3 
1521	Anywhere around LOCATION1 price is up and coming with the new Olympic village being built and its accompanying Westfiled shopping centre	None	2 3 
1521	Anywhere around LOCATION1 safety is up and coming with the new Olympic village being built and its accompanying Westfiled shopping centre	None	2 3 
1521	Anywhere around LOCATION1 transit location is up and coming with the new Olympic village being built and its accompanying Westfiled shopping centre	None	2 3 4 
1522	Woodgreen is not too bad laulau and john LOCATION1 general has been part of The London LOCATION2 of Bexley since 1965 and Griscely explicitly asked for areas outside of London altogether	None	8 9 
1522	Woodgreen is not too bad laulau and john LOCATION1 price has been part of The London LOCATION2 of Bexley since 1965 and Griscely explicitly asked for areas outside of London altogether	None	8 9 
1522	Woodgreen is not too bad laulau and john LOCATION1 safety has been part of The London LOCATION2 of Bexley since 1965 and Griscely explicitly asked for areas outside of London altogether	None	8 9 
1522	Woodgreen is not too bad laulau and john LOCATION1 transit location has been part of The London LOCATION2 of Bexley since 1965 and Griscely explicitly asked for areas outside of London altogether	None	8 9 10 
1523	Or do I go more south to LOCATION1 general	None	7 8 
1523	Or do I go more south to LOCATION1 price	None	7 8 
1523	Or do I go more south to LOCATION1 safety	None	7 8 
1523	Or do I go more south to LOCATION1 transit location	None	7 8 9 
1524	LOCATION1 general is not a Bangladeshi area and is not great	Negative	0 1 
1524	LOCATION1 price is not a Bangladeshi area and is not great	None	0 1 
1524	LOCATION1 safety is not a Bangladeshi area and is not great	None	0 1 
1524	LOCATION1 transit location is not a Bangladeshi area and is not great	None	0 1 2 
1525	Your best bet is to look at a map and all the places that seem near to LOCATION1 general phone the estate agents and ask them prices as most of them do rentals as well Can you give an idea of your budget	None	17 18 
1525	Your best bet is to look at a map and all the places that seem near to LOCATION1 price phone the estate agents and ask them prices as most of them do rentals as well Can you give an idea of your budget	None	17 18 
1525	Your best bet is to look at a map and all the places that seem near to LOCATION1 safety phone the estate agents and ask them prices as most of them do rentals as well Can you give an idea of your budget	None	17 18 
1525	Your best bet is to look at a map and all the places that seem near to LOCATION1 transit location phone the estate agents and ask them prices as most of them do rentals as well Can you give an idea of your budget	None	17 18 19 
1526	If you mean 46 LOCATION1 general Church Street , that is the address of KAC Hardware	None	4 5 
1526	If you mean 46 LOCATION1 price Church Street , that is the address of KAC Hardware	None	4 5 
1526	If you mean 46 LOCATION1 safety Church Street , that is the address of KAC Hardware	None	4 5 
1526	If you mean 46 LOCATION1 transit location Church Street , that is the address of KAC Hardware	None	4 5 6 
1527	Do n't hang about LOCATION1 general that 's not a nice place to be about at	Negative	4 5 
1527	Do n't hang about LOCATION1 price that 's not a nice place to be about at	None	4 5 
1527	Do n't hang about LOCATION1 safety that 's not a nice place to be about at	None	4 5 
1527	Do n't hang about LOCATION1 transit location that 's not a nice place to be about at	None	4 5 6 
1528	If not then High street LOCATION1 general and around Earl 's Court Road	None	5 6 
1528	If not then High street LOCATION1 price and around Earl 's Court Road	None	5 6 
1528	If not then High street LOCATION1 safety and around Earl 's Court Road	None	5 6 
1528	If not then High street LOCATION1 transit location and around Earl 's Court Road	None	5 6 7 
1529	Got ta say LOCATION1 general mate	None	3 4 
1529	Got ta say LOCATION1 price mate	None	3 4 
1529	Got ta say LOCATION1 safety mate	None	3 4 
1529	Got ta say LOCATION1 transit location mate	None	3 4 5 
152	LOCATION1 general is lovely and in walking distance	Positive	0 1 
152	LOCATION1 price is lovely and in walking distance	None	0 1 
152	LOCATION1 safety is lovely and in walking distance	None	0 1 
152	LOCATION1 transit location is lovely and in walking distance	None	0 1 2 
1531	I used to live in a rented appartment in LOCATION1 general during my `` rocking days '' and links into the centre are fast and frequent by tube `` underground railway ''	None	9 10 
